"GPST","TWD97_x","TWD97_y","Section","Direction","Mag_x","Mag_y","Mag_z","Mag_v","Mag_h","Mag_sum","Grid"
217488.729,170046.90234,2544493.5287,5,4,18.123,-8.379,-10.469,10.87520626372,-19.7479269727621,22.5444168476366,8.49967332383767
217489.129,170046.82464,2544492.4178,5,4,17.277,-3.864,-13.927,15.8484848902082,-16.0066261493434,22.5252425958079,9.61339315595124
217489.429,170046.76904,2544491.5957,5,4,17.455,-1.654,-16.63,18.7056356345675,-15.2993083669426,24.1654638068463,10.4374697454219
217489.829,170046.70101,2544490.5675,5,4,19.664,-1.718,-20.525,21.1412641658652,-19.0773948554069,28.4763067303329,11.4681134601388
217490.329,170046.62321,2544489.4361,5,4,22.82,-5.4,-23.126,24.113792006249,-22.4332189192582,32.9351525880783,12.6024359183981
217490.829,170046.56691,2544488.4848,5,4,25.902,-10.103,-25.205,27.651073983396,-25.3711321301348,37.5270067817832,13.5554063972507
217491.53,170046.5002,2544487.501,5,4,28.456,-15.71,-20.576,25.5686986933085,-28.7430245299761,38.469725915322,14.5416959515868
217497.329,170040.53287,2544482.9679,6,2,42.828,35.231,-29.243,62.1720883002328,-8.07746435387101,62.6946089707879,0.442189853597708
217497.828,170039.3962,2544483.0238,6,2,42.564,35.398,-31.472,63.0251962351412,-9.11174645838814,63.6804466378809,1.58023712878019
217498.228,170038.443,2544483.0628,6,2,44.109,36.658,-32.998,64.6332860589647,-14.171068492532,66.1685790160254,2.53423578112621
217498.628,170037.46096,2544483.097,6,2,42.142,34.554,-34.906,62.7069385665266,-16.0061166937475,64.717508573801,3.51687300893732
217499.029,170036.45338,2544483.1369,6,2,40.839,30.174,-37.843,60.4001560494557,-19.0317627980542,63.3276151927419,4.52524525497805
217499.429,170035.41817,2544483.1818,6,2,37.21,23.197,-36.114,53.1698978615671,-19.9966963869167,56.8058615373449,5.56144021243347
217499.729,170034.61868,2544483.2219,6,2,35.68,21.274,-37.742,53.0224483238445,-18.4044563556015,56.125787655943,6.36193636124413
217500.129,170033.52198,2544483.2768,6,2,35.289,17.159,-36.099,49.7815499231934,-19.0965936817174,53.3186890592783,7.46001368052352
217500.528,170032.40796,2544483.3498,6,2,34.767,18.388,-34.506,48.1096580957401,-20.5666639713637,52.321380610607,8.57642821190616
217500.829,170031.55428,2544483.4067,6,2,35.52,17.887,-31.083,46.8374379577622,-18.8154846749366,50.4754203350502,9.43200492888441
217501.229,170030.40648,2544483.4918,6,2,35.676,16.431,-25.525,41.0527332352888,-22.5599968065647,46.8431463716946,10.5829769861764
217501.529,170029.52517,2544483.5588,6,2,36.482,14.729,-19.176,37.821482951116,-22.0257614710238,43.7675535185598,11.4668672120455
217501.829,170028.63358,2544483.6278,6,2,37.347,14.906,-9.728,33.2878107248251,-24.5671098452426,41.3717443311253,12.3611268797434
217502.229,170027.42437,2544483.7297,6,2,39.221,19.412,-6.191,37.1641470186898,-23.9221078162692,44.197749558094,13.5746261754688
217502.529,170026.49178,2544483.8057,6,2,39.667,25.413,-7.311,41.7831892804143,-22.9544608422213,47.6732858003306,14.5103078613684
217502.829,170025.55928,2544483.8888,6,2,40.279,30.953,-14.078,48.8527347458847,-19.801172739215,52.7131495359555,15.4465043697858
217503.128,170024.60934,2544483.9656,6,2,37.891,32.354,-18.649,50.5256101725707,-16.6570439961424,53.2005112569419,16.3995739373855
217503.429,170023.64298,2544484.0507,6,2,33.81,30.204,-22.995,48.4933440522603,-15.2500270042091,50.8347100021236,17.3697023780761
217503.729,170022.66957,2544484.1477,6,2,34.125,29.864,-23.183,48.3305855767045,-16.0617591755338,50.9296142730337,18.3479632545084
217504.129,170021.36817,2544484.2568,6,2,31.521,29.975,-26.859,49.6268122408566,-12.2743412780795,51.1222060067834,19.6539350063731
217504.428,170020.39776,2544484.3546,6,2,30.549,29.066,-27.849,48.7262305905009,-13.3938422583415,50.5335587308078,20.6292711858868
217504.729,170019.41199,2544484.4387,6,2,31.411,27.148,-28.442,48.5637295293638,-13.1975892949736,50.3250652160531,21.6186246978117
217505.028,170018.45074,2544484.5214,6,2,33.03,29.002,-26.734,48.4133607168976,-17.4054636277107,51.4470957392154,22.5834316905088
217505.331,170017.48852,2544484.6014,6,2,32.029,28.605,-25.377,47.050947163219,-16.5621063287244,49.880807882391,23.5489728448018
217505.629,170016.55187,2544484.6808,6,2,37.802,31.507,-25.73,51.115224208749,-21.7013595677626,55.5312088199059,24.4889852827725
217505.929,170015.6101,2544484.7616,6,2,37.402,31.074,-24.59,50.0873287860898,-21.4576484050359,54.4901016699364,25.4342200713931
217506.23,170014.6837,2544484.842,6,2,36.764,30.264,-23.264,47.6870023121354,-23.1228220267853,52.997312082784,26.3641031301565
217506.629,170013.45708,2544484.9478,6,2,34.713,31.01,-23.781,47.2346558605632,-22.3838271020432,52.2699572412299,27.5952820513228
217506.93,170012.5523,2544485.036,6,2,36.283,30.581,-25.445,49.0531976857722,-22.2010241160302,53.8433066870897,28.50435415322
217507.228,170011.65666,2544485.1146,6,2,35.616,28.634,-23.662,47.415181923834,-20.0024043337226,51.4615939900816,29.4034489269784
217507.629,170010.47517,2544485.2206,6,2,34.71,24.18,-18.71,41.0515735532304,-21.314054255437,46.2549521673085,30.5896929620736
217507.929,170009.61438,2544485.3007,6,2,37.042,23.914,-17.872,42.034569557433,-22.2821117967155,47.5751778136456,31.4542237393721
217508.33,170008.4739,2544485.395,6,2,39.635,21.189,-12.975,37.0048189024569,-28.6164454290949,46.7788154082593,32.598605798213
217508.629,170007.64585,2544485.4678,6,2,42.142,19.515,-8.084,33.3899374105692,-33.2753140438715,47.1395210518732,33.4298545546337
217509.028,170006.5719,2544485.5568,6,2,42.689,18.477,-6.644,30.2779563724678,-35.9324135552698,46.9882217795056,34.5074936190016
217509.429,170005.55637,2544485.6398,6,2,40.164,18.07,-4.452,27.027643010884,-35.0570765078352,44.2661507249049,35.5264182302014
217509.829,170004.62378,2544485.7098,6,2,38.055,18.355,-2.657,25.011037962044,-34.1554780241939,42.3337772824491,36.4616331443188
217510.329,170003.56715,2544485.7859,6,2,38.342,21.176,0.92,28.0351471663476,-33.6661382305906,43.8107103343463,37.5210146803997
217510.829,170002.63353,2544485.8469,6,2,36.031,24.643,-0.908,29.5823871313434,-32.1125714574733,43.6615949548342,38.4566380499488
217560.929,170001.91075,2544483.5371,7,1,-11.705,21.043,-11.16,11.2914143136117,24.0180023482047,26.5397903910336,0.484508682815978
217561.328,170002.9541,2544483.4702,7,1,-14.139,23.896,-15.936,15.8459099907228,27.8171416498157,32.0138443958235,1.53000350985257
217561.629,170003.80573,2544483.4171,7,1,-14.198,23.857,-21.257,20.5701635125269,28.2748664907176,34.9656932149214,2.38328913725678
217562.029,170004.97413,2544483.3443,7,1,-12.374,18.471,-23.032,21.8425024357181,23.4023893725758,32.0119780863351,3.55395781391456
217562.329,170005.87602,2544483.2873,7,1,-13.764,15.578,-20.537,19.688765111464,21.5926533197196,29.2213988200428,4.45765184840464
217562.629,170006.80862,2544483.2241,7,1,-12.888,13.124,-19.903,18.9976331491526,19.3276812817839,27.1010946088899,5.3923955510315
217563.029,170008.06923,2544483.1512,7,1,-13.633,11.205,-21.068,20.7141842565235,18.060839088669,27.4822003849765,6.65511746877239
217563.329,170009.03262,2544483.0802,7,1,-13.356,9.299,-23.614,24.3143745774353,15.2081005358383,28.6788272598445,7.62112177872901
217563.629,170010.00623,2544483.0222,7,1,-16.018,8.526,-23.331,22.6516910074172,18.9869812109375,29.5568022796784,8.59645830303297
217563.929,170010.99012,2544482.9552,7,1,-16.004,10.906,-24.569,24.8346238749971,19.0248802883862,31.2842550334829,9.58265850489515
217564.228,170011.98114,2544482.8862,7,1,-13.731,15.749,-30.672,30.4419597938044,21.2280481889503,37.1125712663512,10.5760913682505
217564.529,170012.98853,2544482.8231,7,1,-11.241,16.22,-33.199,33.2454953562746,19.6560199561336,38.6215235587619,11.5854608658643
217564.829,170014.00313,2544482.7482,7,1,-8.422,15.412,-33.964,36.1046211017663,12.588465319406,38.2362802061079,12.6028320862852
217565.13,170015.031,2544482.677,7,1,-9.71,13.579,-32.155,32.8649600059536,15.2483366242705,36.2300616339525,13.6331696811907
217565.329,170015.7239,2544482.6342,7,1,-9.921,12.675,-31.514,32.1134335555825,14.8640992754754,35.3866367715272,14.3273969763124
217565.629,170016.75993,2544482.5512,7,1,-9.474,10.795,-26.449,27.863529326035,11.3781384899809,30.0971477386147,15.3667685890606
217565.928,170017.81244,2544482.4724,7,1,-8.714,10.001,-22.917,23.0391026600476,13.0515299723744,26.4790990405641,16.4222276553982
217566.23,170018.8843,2544482.389,7,1,-8.643,10.705,-20.064,21.1332965269065,12.0518192778452,24.3282257881663,17.4973511364559
217566.529,170019.95621,2544482.3003,7,1,-6.075,7.61,-14.207,14.658270134594,9.04387586498566,17.2237212587756,18.5729366725705
217566.828,170021.0282,2544482.2164,7,1,-4.43,8.94,-10.212,11.7908317726023,8.05044906264185,14.2770250402526,19.6482083404026
217567.029,170021.75063,2544482.1534,7,1,-4.871,13.222,-8.482,12.5537699303363,10.625211034901,16.4466485643732,20.3733808548102
217567.329,170022.83683,2544482.0613,7,1,-7.438,19.376,-16.386,20.9676676831359,16.1124525733849,26.4434153618628,21.4634822807001
217567.628,170023.9282,2544481.9684,7,1,-12.537,22.48,-27.625,30.1112662619781,22.781111432506,37.7580109910467,22.5587996505846
217567.929,170025.0288,2544481.8703,7,1,-14.893,24.037,-36.117,37.3990290124583,26.5580333595187,45.8695596992166,23.6637631011819
217568.129,170025.75742,2544481.8084,7,1,-16.787,23.453,-40.111,40.6079601708103,28.1377410210181,49.4038348612737,24.3950082604923
217568.428,170026.859,2544481.7168,7,1,-15.182,23.128,-46.043,46.6312022209299,26.6624518083155,53.715503879234,25.5003951358306
217568.728,170027.9555,2544481.6288,7,1,-18.008,22.732,-49.214,49.9693089315415,27.6788339513096,57.1231098943326,26.6004215123049
217568.928,170028.6831,2544481.5674,7,1,-17.077,22.407,-49.601,51.2588054852807,25.0298150057517,57.0434639463629,27.3306076268677
217569.229,170029.7735,2544481.4842,7,1,-16.085,19.651,-46.22,46.5597963475309,24.7661621991872,52.736869702325,28.4241893575163
217569.529,170030.8598,2544481.3982,7,1,-13.928,12.877,-40.373,40.933314199114,17.7270762021439,44.6070111305387,29.5138965451835
217569.828,170031.93376,2544481.3136,7,1,-13.354,5.738,-30.981,30.3932498746468,15.7266233838444,34.2209924023252,30.5911970552258
217570.129,170033.00263,2544481.2362,7,1,-14.483,3.673,-25.887,25.5575380669001,15.4982978084353,29.8895464502224,31.6628686442836
217570.329,170033.68923,2544481.1803,7,1,-17.448,-0.089,-20.177,21.0067970192702,16.4397820238342,26.6749311901643,32.3517454930756
217570.629,170034.6823,2544481.1053,7,1,-18.059,-0.418,-16.454,17.0730712294079,17.4798901539902,24.4343266942226,33.3476444242216
217571.029,170035.92333,2544481.0152,7,1,-20.406,5.478,-22.442,21.5904523132401,21.9979329235659,30.8229895370323,34.5919560188572
217571.329,170036.80472,2544480.9511,7,1,-22.339,7.804,-25.253,26.0139763829091,22.8236802192251,34.6070418556686,35.4756819871941
217571.729,170037.89205,2544480.8701,7,1,-21.499,7.673,-33.826,35.0125732380637,20.961868267147,40.8078449075665,36.5660280468838
217572.129,170038.91582,2544480.7883,7,1,-16.94,1.009,-29.668,32.0641402524489,11.8348136813084,34.1785298835395,37.5931140512356
217576.128,170044.34402,2544475.3328,8,4,20.214,-10.36,-7.333,3.36699751100137,-23.6298881241725,23.8685626923784,0.466466026279784
217576.529,170044.35941,2544474.3695,8,4,25.031,-10.245,-6.33,6.22486391941213,-27.0708506549905,27.7773268332286,1.43011106136067
217576.929,170044.31311,2544473.3755,8,4,27.307,-6.841,-1.139,8.35393670130747,-26.9068874563846,28.1739037231265,2.42557234444527
217577.329,170044.24611,2544472.3447,8,4,29.074,-7.854,7.165,9.26832877004611,-29.536724578232,30.9567442894113,3.45871058299838
217577.729,170044.16862,2544471.2758,8,4,27.825,-6.159,10.561,12.3469455485671,-27.7714162876278,30.3924106809578,4.53053090180824
217578.03,170044.1027,2544470.445,8,4,28.438,-7.014,8.824,11.5380226638186,-28.3311321519139,30.5905053243649,5.36394235424245
217578.429,170044.00441,2544469.3089,8,4,29.416,-9.772,6.134,9.04141345102315,-30.2765889559517,31.597768845284,6.50438497970491
217578.729,170043.92792,2544468.4289,8,4,29.631,-9.518,2.826,8.20710668061893,-30.153244617005,31.2501961753842,7.38779457411292
217579.128,170043.81904,2544467.2312,8,4,26.62,-10.174,-4.563,9.10432679680859,-27.3873488782122,28.8609709642624,8.59055530610463
217579.429,170043.73212,2544466.3091,8,4,22.138,-10.845,-5.812,7.44118409292892,-24.209774726237,25.3275425772024,9.51685647913431
217579.729,170043.64512,2544465.3752,8,4,22.733,-8.353,-6.77,9.53928621653156,-23.2679353720757,25.147461064688,10.4548858866186
217580.029,170043.54885,2544464.4292,8,4,20.38,-5.501,-5.26,9.09941769910778,-19.7604048171378,21.754838565248,11.4057722911041
217580.329,170043.47101,2544463.4712,8,4,20.401,-4.13,-3.354,8.11185465701502,-19.4603399513848,21.0833350540184,12.3670203490753
217580.629,170043.39411,2544462.5053,8,4,19.231,-3.111,-3.864,8.34618085929026,-18.0216936791195,19.8605180697785,13.336058176144
217581.031,170043.29488,2544461.1978,8,4,18.166,-3.756,-4.68,7.98598905484641,-17.38497830933,19.1314790855281,14.6474208319355
217581.33,170043.2281,2544460.219,8,4,16.284,-3.781,-5.81,8.48610561008779,-15.5308315480671,17.6980427448913,15.6284969341279
217581.629,170043.16142,2544459.2373,8,4,17.742,-3.289,-4.778,7.36032132994998,-17.1537470810282,18.6661557102688,16.6124589251478
217581.929,170043.09472,2544458.2622,8,4,16.817,-3.984,-2.776,5.33618614530533,-16.6707839774454,17.5039972863343,17.5898375384822
217582.229,170043.02812,2544457.3151,8,4,15.334,-1.521,-2.847,4.91749040759865,-14.8784641039045,15.6700480535319,18.5392764484437
217582.529,170042.97202,2544456.407,8,4,14.833,-3.757,-1.485,2.3235403804405,-15.1966878990279,15.3732938240313,19.4491353294986
217582.928,170042.89638,2544455.2784,8,4,12.478,-6.126,-3.771,5.62335392675122,-13.2599657471085,14.4030830380165,20.5803971527172
217583.329,170042.83761,2544454.2514,8,4,11.709,-3.585,-10.645,11.1314212929544,-11.8051002112968,16.2255641196231,21.6091426975398
217583.728,170042.76092,2544453.3364,8,4,12.382,-5.115,-13.336,12.3664194759984,-14.296772864659,18.9030697242538,22.5274890118395
217587.229,170037.77818,2544448.875,9,2,29.175,29.741,-24.91,46.7214978594049,-13.1650083089083,48.5408673799717,0.491117892287969
217587.63,170036.7809,2544448.925,9,2,30.618,29.502,-25.794,48.8855127354259,-9.13055357546894,49.7308793809239,1.48973038361817
217588.029,170035.75815,2544449.0028,9,2,33.48,25.956,-23.242,47.1149196908036,-10.7237699774439,48.3199223923218,2.51546522329132
217588.428,170034.7047,2544449.0824,9,2,38.245,23.471,-18.21,44.9250700676867,-18.0806538989452,48.426975602447,3.57192053164271
217588.729,170033.89407,2544449.1469,9,2,40.772,21.773,-15.686,42.7843300622022,-23.4940675518,48.8105532543937,4.38511635960877
217589.128,170032.7985,2544449.2286,9,2,42.085,20.813,-7.109,39.5764793786658,-26.2405860260406,47.4854301338842,5.48373427022498
217589.529,170031.67027,2544449.3158,9,2,43.364,21.704,-3.614,40.7317621405105,-26.5609612199723,48.6267530069611,6.61535285590992
217589.829,170030.80938,2544449.3818,9,2,43.022,23.354,-0.221,41.2240011973169,-26.3994766289715,48.9525345717666,7.47877787659205
217590.229,170029.65147,2544449.4827,9,2,41.436,28.265,-3.957,45.0533078919679,-22.398875373365,50.3141150175574,8.64110799266788
217590.528,170028.78148,2544449.5632,9,2,39.784,31.795,-10.038,48.4587653569651,-18.6064017230254,51.90809305879,9.51481512495293
217590.829,170027.88887,2544449.6367,9,2,36.217,31.888,-17.261,49.1354145014296,-14.5660150958559,51.2489780776163,10.41045665027
217591.229,170026.68997,2544449.7476,9,2,37.184,32.571,-22.873,52.5463872345322,-14.3377548660377,54.4673666152495,11.6144916076484
217591.528,170025.78096,2544449.8244,9,2,35.489,29.951,-27.211,51.7185562461443,-14.9050656762861,53.8235082747307,12.5267526053527
217591.829,170024.85567,2544449.9057,9,2,35.012,28.583,-29.588,51.9737635130518,-14.7311127648039,54.0210864107711,13.4556108717741
217592.13,170023.92,2544449.983,9,2,32.299,27.123,-35.854,54.2000832324092,-11.258011529569,55.3569493921043,14.3944753199382
217592.428,170022.97314,2544450.0546,9,2,27.89,22.17,-36.95,50.3459031383492,-9.99767658928599,51.3289732996872,15.3440415257882
217592.829,170021.68907,2544450.1558,9,2,28.474,18.083,-30.302,42.422798734338,-16.008776235111,45.3428579712395,16.6320963941371
217593.13,170020.7124,2544450.234,9,2,30.831,20.226,-24.915,40.9934638617329,-17.3186253096716,44.5016725753089,17.61189727668
217593.429,170019.73167,2544450.3018,9,2,32.173,27.366,-22.491,45.8348106486328,-13.7482762120919,47.852324562136,18.5949719958275
217593.729,170018.73758,2544450.3798,9,2,34.069,30.883,-24.052,49.6576610681219,-15.0689034519281,51.8936908881995,19.5921186285603
217594.029,170017.74357,2544450.4538,9,2,31.832,31.766,-22.771,48.7631034090547,-12.7684441854846,50.4070770924084,20.5888862797508
217594.329,170016.73918,2544450.5268,9,2,32.232,30.508,-22.189,47.5061447478832,-14.3233313231652,49.6184603650698,21.5959506735161
217594.629,170015.72467,2544450.6047,9,2,30.648,31.674,-24.899,49.2636114059697,-11.6446971726024,50.6211653461277,22.6134495211071
217594.929,170014.71007,2544450.6718,9,2,29.278,32.072,-25.822,49.6595903364971,-9.30135686936478,50.5231645089656,23.6302723823462
217595.229,170013.68518,2544450.7468,9,2,28.255,34.474,-29.84,52.7051662036432,-9.96959158874356,53.6397921416554,24.6579044000035
217595.429,170012.9996,2544450.7948,9,2,26.712,33.8,-29.483,51.4736599161845,-8.69945790454696,52.2036227957409,25.3451643728335
217595.729,170011.97377,2544450.8668,9,2,25.289,33.384,-28.976,50.4991791110592,-6.59290998794607,50.927728724144,26.3735212750501
217596.029,170010.93868,2544450.9517,9,2,27.014,29.725,-24.767,45.6619041199562,-11.9048990814674,47.1883048010839,27.4121006255166
217596.328,170009.90676,2544451.0426,9,2,30.532,26.422,-20.367,42.1276880413595,-16.4437738153349,45.2232218777035,28.4480227252991
217596.628,170008.8636,2544451.1346,9,2,31.033,25.381,-14.14,39.1411482938396,-16.5877171497364,42.5109615275872,29.4952335739679
217596.929,170007.8143,2544451.2346,9,2,34.49,21.644,-9.763,35.936283872804,-21.4923825206339,41.8728910513712,30.549290999202
217597.229,170006.77837,2544451.3306,9,2,36.805,20.208,-4.254,34.8157196464637,-23.8523263120989,42.2026990250624,31.5896757999412
217597.529,170005.73317,2544451.4296,9,2,35.562,19.867,-1.228,33.6840591560023,-22.9400452435242,40.7536687550949,32.6395567878954
217597.729,170005.0374,2544451.4967,9,2,35.803,20.578,2.368,34.2344038237915,-23.2146917237677,41.3632242094351,33.3385555480315
217598.03,170003.9983,2544451.596,9,2,34.389,23.213,3.438,35.8063604014422,-21.2407883281678,41.6325177475492,34.3823902135981
217598.329,170002.97667,2544451.6907,9,2,37.737,25.53,2.554,38.9620452893999,-23.7559258263439,45.6331566407585,35.4084029506537
217598.63,170001.9489,2544451.789,9,2,40.577,26.772,3.324,41.869297344545,-24.9247633664611,48.7266035036303,36.4408666562234
217598.929,170000.92727,2544451.8798,9,2,42.734,23.78,5.177,39.3022489632867,-29.5604078359523,49.1780894809874,37.4665478883108
217599.229,169999.93327,2544451.9676,9,2,40.604,21.871,2.363,34.7121848455024,-30.4577321751255,46.1801821780729,38.464421598424
217599.529,169998.96998,2544452.0566,9,2,37.032,22.211,0.673,31.9827297758533,-29.0216379635048,43.1873879043408,39.4318189200878
217599.829,169998.03747,2544452.1307,9,2,33.199,24.634,-7.838,33.4937445332396,-25.4678400761054,42.0766182220007,40.3672777439661
217600.23,169996.8456,2544452.23,9,2,31.555,26.507,-15.425,37.1483273771869,-23.585408032878,44.0030646546351,41.5633140124371
217600.53,169995.9951,2544452.304,9,2,28.113,27.497,-19.304,38.4252050647092,-21.0374382883242,43.8071934047366,42.4170416488775
217600.928,169994.9334,2544452.3836,9,2,29.381,25.319,-22.038,37.7442518361621,-23.7768757268144,44.609061478583,43.4817234168766
217601.329,169993.99875,2544452.4587,9,2,29.075,21.896,-14.804,26.7207030693024,-28.808902868422,39.2931146258476,44.4193864749407
217601.929,169992.86125,2544452.5419,9,2,33.082,20.904,-7.737,20.4740045342876,-34.2355407045072,39.8905641599614,45.5599282738471
217602.629,169991.90713,2544452.6139,9,2,33.727,24.631,-4.292,21.1939359394556,-36.2413442547907,41.9835438475601,46.5167670302105
