1616502830.877250,3544,2771,-1283,4678,-2.6,2.4,43.1
1616502830.975552,3552,2794,-1302,4703,-2.8,2.6,43.2
1616502831.074285,3564,2798,-1308,4716,-2.7,2.7,43.1
1616502831.174776,3572,2806,-1303,4726,-2.5,2.5,43.2
1616502831.261776,3560,2794,-1287,4705,-2.8,2.5,42.9
1616502831.368948,3527,2745,-1267,4645,-2.6,2.6,42.6
1616502831.467179,3460,2641,-1170,4507,-2.5,2.5,42.2
1616502831.566257,3411,2576,-1117,4418,-2.7,2.6,42.1
1616502831.666118,3383,2565,-1077,4380,-2.6,2.7,42.2
1616502831.766350,3359,2570,-1047,4357,-2.6,2.7,42.3
1616502831.861512,3383,2604,-1079,4403,-2.8,2.7,42.8
1616502831.962369,3388,2631,-1103,4429,-2.6,2.7,42.6
1616502832.050694,3481,2684,-1198,4556,-2.9,2.7,42.9
1616502832.155843,3486,2714,-1209,4580,-2.6,2.7,43.1
1616502832.253787,3532,2772,-1266,4664,-2.8,2.6,43.1
1616502832.352104,3560,2798,-1275,4704,-2.6,2.8,43.2
1616502832.449685,3573,2814,-1308,4732,-2.5,2.8,43.2
1616502832.550368,3576,2802,-1328,4733,-2.6,2.6,43.1
1616502832.646469,3551,2752,-1304,4678,-2.6,2.8,42.9
1616502832.745634,3515,2741,-1259,4632,-2.6,2.7,42.4
1616502832.837579,3444,2614,-1146,4472,-2.6,2.8,42.0
1616502832.939029,3399,2572,-1090,4400,-2.7,2.7,42.3
1616502833.039036,3375,2569,-1039,4367,-2.6,2.8,42.1
1616502833.135882,3367,2572,-1089,4375,-2.7,2.8,42.6
1616502833.233673,3396,2619,-1121,4432,-2.7,2.7,42.8
1616502833.334292,3453,2668,-1153,4513,-2.8,2.8,42.6
1616502833.423062,3481,2684,-1190,4554,-2.7,2.7,43.0
1616502833.525328,3486,2726,-1214,4589,-2.8,2.5,43.0
1616502833.617646,3536,2788,-1275,4680,-2.7,2.6,43.0
1616502833.725159,3568,2791,-1321,4719,-2.7,2.6,43.1
1616502833.821310,3585,2814,-1308,4741,-2.6,2.5,43.1
1616502833.919174,3580,2806,-1308,4733,-2.6,2.6,42.9
1616502834.017195,3540,2761,-1280,4668,-2.8,2.5,42.9
1616502834.116602,3485,2667,-1178,4544,-2.5,2.5,42.3
1616502834.216677,3432,2614,-1146,4464,-2.8,2.5,42.1
1616502834.317911,3407,2580,-1126,4419,-2.7,2.4,42.0
1616502834.402640,3367,2561,-1047,4358,-2.6,2.6,42.1
1616502834.507119,3399,2580,-1080,4402,-2.7,3.0,42.6
1616502834.606310,3428,2653,-1129,4479,-2.6,2.9,42.6
1616502834.703224,3461,2672,-1177,4528,-2.8,2.6,42.5
1616502834.792574,3509,2698,-1210,4588,-2.5,3.1,42.9
1616502834.900541,3527,2749,-1259,4646,-2.5,3.1,43.0
1616502835.000046,3548,2760,-1284,4675,-2.6,2.4,43.0
1616502835.100969,3560,2791,-1309,4709,-2.6,2.5,43.4
1616502835.184702,3564,2806,-1308,4721,-2.8,2.8,42.9
1616502835.291008,3548,2760,-1292,4677,-2.6,2.9,43.0
1616502835.388234,3453,2661,-1177,4515,-2.6,2.7,42.6
1616502835.486096,3424,2611,-1146,4456,-2.7,2.6,41.8
1616502835.583808,3382,2538,-1103,4370,-2.7,2.8,42.3
1616502835.683890,3363,2593,-1046,4374,-2.6,2.8,42.5
1616502835.783265,3371,2600,-1096,4396,-2.6,2.5,42.8
1616502835.883965,3425,2662,-1140,4485,-2.6,2.8,43.0
1616502835.967720,3498,2718,-1205,4590,-3.4,2.9,42.8
1616502836.074163,3502,2737,-1205,4605,-2.2,3.4,43.2
1616502836.172756,3549,2814,-1294,4710,-3.0,3.3,43.6
1616502836.269822,3569,2833,-1307,4740,-2.7,2.6,43.5
1616502836.367988,3581,2814,-1303,4737,-4.6,3.3,43.4
1616502836.466555,3357,2531,-982,4317,-6.4,3.3,42.4
1616502836.567034,3400,2623,-1038,4418,-6.9,3.8,43.4
1616502836.666644,3506,2714,-1147,4580,-7.0,3.7,44.0
1616502836.751798,3588,2810,-1229,4720,-6.1,3.5,43.1
1616502836.856846,3469,2688,-1066,4516,-5.8,3.2,42.9
1616502836.954754,3383,2654,-930,4399,-5.2,3.0,43.2
1616502837.053665,3395,2650,-884,4397,-5.3,2.9,42.1
1616502837.150002,3414,2588,-849,4367,-5.6,2.6,42.2
1616502837.249826,3460,2661,-880,4452,-6.0,2.9,42.6
1616502837.350034,3477,2731,-920,4516,-5.3,2.8,43.5
1616502837.449993,3486,2772,-910,4546,-5.4,3.0,44.2
1616502837.535575,3454,2769,-810,4500,-5.4,2.8,43.4
1616502837.640333,3393,2712,-746,4407,-5.3,2.1,43.4
1616502837.739822,3202,2622,-551,4175,-5.2,2.2,43.8
1616502837.836653,3128,2574,-447,4075,-5.2,2.1,44.0
1616502837.926313,3071,2547,-361,4006,-5.7,2.4,44.8
1616502838.034006,2970,2669,-241,4000,-5.3,2.3,46.1
1616502838.130017,2966,2727,-206,4034,-5.2,1.4,46.9
1616502838.233253,2982,2758,-214,4068,-4.7,0.8,47.5
1616502838.321142,2920,2840,-168,4077,-5.0,0.6,48.9
1616502838.426018,2979,2977,-122,4213,-5.7,2.0,49.7
1616502838.521938,2826,3072,-60,4175,-5.1,1.7,51.3
1616502838.609511,2791,3136,-53,4198,-5.6,2.5,53.8
1616502838.716650,2699,3220,-23,4202,-5.6,3.3,55.2
1616502838.816569,2540,3360,-18,4212,-5.5,2.9,56.6
1616502838.911569,2452,3418,-10,4207,-4.7,1.6,59.4
1616502839.012333,2334,3408,30,4130,-4.4,2.3,60.9
1616502839.100902,2116,3523,139,4112,-5.6,3.5,63.6
1616502839.206051,2064,3602,177,4155,-4.8,4.6,64.7
1616502839.304374,1959,3777,186,4258,-4.6,4.1,66.0
1616502839.402969,1962,3914,124,4380,-4.8,2.9,68.0
1616502839.490895,1923,4009,57,4446,-5.3,4.1,69.0
1616502839.637764,1872,4258,-176,4655,-5.7,5.5,71.3
1616502839.735435,1830,4526,-454,4903,-4.5,4.4,72.2
1616502839.834510,1833,4636,-555,5016,-4.3,2.4,72.9
1616502839.945756,1889,4805,-835,5230,-4.2,2.8,73.0
1616502840.036547,1916,4847,-963,5300,-5.4,4.0,73.1
1616502840.127220,1920,4855,-1089,5333,-4.8,4.1,73.5
1616502840.218693,1912,4832,-1282,5352,-3.9,4.4,73.5
1616502840.323498,1912,4796,-1392,5347,-4.0,3.6,73.5
1616502840.433121,1879,4734,-1449,5295,-4.3,4.1,73.4
1616502840.518982,1878,4482,-1504,5086,-5.0,4.8,72.8
1616502840.616876,1900,4367,-1520,4999,-4.3,3.7,71.0
1616502840.733696,1969,4114,-1529,4810,-4.0,3.0,69.7
1616502840.817419,2000,4016,-1558,4749,-3.9,3.2,68.7
1616502840.910425,2002,3950,-1623,4716,-4.5,3.3,68.7
1616502841.009314,2016,3977,-1837,4822,-3.9,2.0,68.4
1616502841.107767,2045,4008,-1948,4903,-3.5,3.0,68.6
1616502841.205319,2082,4039,-2056,4988,-4.1,2.4,67.8
1616502841.302834,2164,4071,-2314,5158,-3.5,4.4,68.6
1616502841.400645,2188,4083,-2414,5224,-4.2,4.5,69.0
1616502841.506900,2170,4149,-2645,5378,-2.5,4.1,69.0
1616502841.599776,2196,4165,-2812,5484,-3.5,3.9,69.1
1616502841.695465,2237,4175,-2978,5595,-3.8,3.9,68.0
1616502841.792037,2432,4265,-3250,5888,-4.7,4.0,67.8
1616502841.890513,2543,4293,-3409,6043,-2.1,3.5,65.1
1616502841.988721,2636,4303,-3515,6150,-1.1,4.1,65.1
1616502842.086467,2721,4283,-3793,6335,-1.2,3.6,64.4
1616502842.184677,2725,4275,-3881,6385,-1.2,3.0,64.1
1616502842.290066,2753,4239,-4010,6452,-3.0,2.0,63.5
1616502842.383195,2772,4181,-4054,6450,-2.0,3.3,61.7
1616502842.477602,2787,4129,-4110,6458,-0.8,3.3,63.0
1616502842.577027,2847,4128,-4178,6526,-2.1,1.7,61.4
1616502842.673629,2913,4189,-4280,6660,-1.3,4.6,63.3
1616502842.772434,2978,4239,-4408,6802,-2.4,3.5,61.3
1616502842.870008,3253,4339,-4679,7163,-2.5,3.8,61.0
