1616502109.814008,1616502109.913669,4113,3222,-1880,5553,-2.2,2.7,43.3
1616502110.011097,4125,3217,-1888,5561,-2.4,2.6,43.4
1616502110.113900,4113,3241,-1891,5567,-2.2,2.7,43.1
1616502110.210966,4092,3160,-1868,5497,-2.1,2.6,42.8
1616502110.308220,4034,3095,-1816,5399,-2.2,2.5,42.5
1616502110.408825,3988,3045,-1730,5307,-2.4,2.7,42.4
1616502110.499074,3927,2977,-1670,5203,-2.2,2.9,42.5
1616502110.606583,3915,2984,-1639,5188,-2.3,2.6,42.8
1616502110.705000,3948,3034,-1684,5256,-2.5,2.6,42.7
1616502110.802998,3989,3057,-1746,5320,-2.4,2.6,42.9
1616502110.895948,4006,3092,-1769,5361,-2.4,2.8,43.0
1616502110.989574,4039,3122,-1811,5417,-2.4,2.8,42.9
1616502111.095780,4055,3157,-1815,5450,-2.4,2.9,43.4
1616502111.197009,4060,3192,-1847,5485,-2.4,2.9,43.1
1616502111.284764,4097,3214,-1887,5539,-2.3,2.9,43.4
1616502111.390596,4125,3233,-1912,5578,-2.3,3.0,43.4
1616502111.488293,4120,3191,-1889,5543,-2.3,2.9,43.0
1616502111.586345,4071,3137,-1853,5463,-2.2,3.0,42.7
1616502111.684628,4030,3091,-1803,5389,-2.2,3.0,42.7
1616502111.785096,3952,3007,-1694,5246,-2.2,2.9,42.5
1616502111.878930,3923,2965,-1653,5188,-2.2,2.8,42.4
1616502111.979764,3915,2969,-1652,5184,-2.4,2.8,42.4
1616502112.068082,3928,3019,-1709,5241,-2.4,2.9,42.9
1616502112.173241,3961,3061,-1750,5302,-2.5,2.8,43.1
1616502112.268924,4047,3130,-1806,5426,-2.5,2.7,42.9
1616502112.365862,4059,3141,-1816,5444,-2.5,2.5,43.1
1616502112.468644,4063,3157,-1839,5464,-2.4,2.5,43.1
1616502112.559370,4100,3195,-1885,5529,-2.3,2.8,43.1
1616502112.663098,4137,3213,-1913,5577,-2.2,2.8,43.0
1616502112.763108,4124,3201,-1905,5557,-2.3,2.5,43.2
1616502112.852542,4104,3187,-1877,5525,-2.4,2.7,42.6
1616502112.957507,4055,3106,-1817,5421,-2.2,2.7,42.8
1616502113.055922,3960,3011,-1693,5254,-2.4,2.5,42.4
1616502113.153418,3927,2973,-1682,5205,-2.2,2.7,42.2
1616502113.252008,3902,2953,-1652,5165,-2.4,2.8,42.5
1616502113.351550,3928,3012,-1656,5220,-2.4,2.8,42.6
1616502113.446474,3961,3061,-1708,5289,-2.4,2.8,42.9
1616502113.547269,3997,3084,-1733,5338,-2.4,2.8,43.0
1616502113.635435,4051,3141,-1815,5438,-2.4,2.8,43.0
1616502113.741191,4076,3164,-1848,5480,-2.3,2.8,43.3
1616502113.839385,4092,3202,-1879,5525,-2.4,2.8,43.3
1616502113.936967,4092,3202,-1879,5525,-2.4,2.9,43.1
1616502114.035213,4121,3218,-1871,5553,-1.8,2.8,43.1
1616502114.134862,4068,3164,-1815,5464,-2.2,2.7,43.0
1616502114.230210,4051,3130,-1790,5423,-2.1,3.3,42.8
1616502114.335343,3992,3053,-1738,5318,-2.8,3.0,42.8
1616502114.418837,3899,2969,-1615,5160,-4.3,2.6,43.5
1616502114.524168,3924,3031,-1647,5224,-5.6,3.5,43.9
1616502114.622785,4158,3287,-1907,5633,-6.3,3.2,44.5
1616502114.720432,4142,3260,-1874,5594,-6.1,3.1,43.2
1616502114.818080,3976,3018,-1648,5257,-6.5,2.7,43.0
1616502114.918173,3916,3027,-1584,5196,-5.8,3.0,43.5
1616502115.013520,3957,3069,-1575,5249,-5.7,3.2,43.5
1616502115.114023,3997,3096,-1587,5299,-5.3,3.3,43.8
1616502115.202723,4035,3180,-1602,5381,-5.2,3.3,44.0
1616502115.308041,4039,3188,-1569,5379,-5.3,3.2,43.8
1616502115.402525,3957,3127,-1441,5245,-5.7,3.1,43.9
1616502115.503591,3879,3051,-1319,5108,-5.5,2.9,43.3
1616502115.601865,3821,2979,-1196,4990,-5.5,3.4,43.1
1616502115.692194,3674,2884,-919,4760,-5.4,3.4,43.1
1616502115.796488,3667,2919,-827,4759,-5.1,2.7,43.3
1616502115.896739,3687,2938,-773,4777,-5.3,3.0,43.4
1616502115.981709,3744,3018,-689,4858,-5.1,2.2,43.4
1616502116.091064,3764,3034,-656,4879,-5.4,2.4,43.4
1616502116.189678,3766,3115,-521,4915,-5.6,2.8,44.0
1616502116.286728,3797,3145,-455,4951,-5.7,2.8,44.2
1616502116.384673,3794,3188,-354,4968,-5.2,3.5,44.6
1616502116.485104,3733,3208,-186,4926,-5.2,3.0,44.7
1616502116.580632,3706,3229,-119,4917,-5.2,3.5,44.9
1616502116.679749,3657,3191,-4,4853,-4.9,2.3,44.7
1616502116.769074,3534,3097,267,4706,-5.7,3.5,44.4
1616502116.874037,3505,3070,411,4677,-5.6,3.4,44.9
1616502116.974980,3441,3133,643,4698,-4.9,3.1,45.3
1616502117.059731,3442,3199,723,4754,-5.0,3.0,46.4
1616502117.168106,3480,3296,776,4856,-4.8,2.3,46.9
1616502117.268351,3507,3462,786,4990,-5.2,3.0,47.5
1616502117.363618,3528,3516,791,5043,-4.8,3.9,48.7
1616502117.468526,3518,3609,762,5097,-4.1,3.8,49.7
1616502117.552476,3455,3855,635,5215,-4.4,3.0,52.8
1616502117.658477,3418,3984,562,5279,-4.2,2.3,54.0
1616502117.755008,3371,4210,418,5409,-6.0,2.4,54.6
1616502117.853557,3337,4299,357,5454,-4.6,2.7,56.4
1616502117.951081,3307,4366,290,5485,-3.8,3.3,57.0
1616502118.051986,3176,4441,176,5463,-4.7,3.2,58.1
1616502118.137034,3118,4480,84,5459,-3.8,2.6,59.3
1616502118.284834,3021,4440,-72,5371,-3.0,2.8,60.0
1616502118.440784,3006,4440,-257,5368,-4.3,5.1,60.2
1616502118.541089,3105,4554,-499,5534,-3.3,4.4,60.1
1616502118.636718,3150,4568,-620,5583,-3.5,4.6,59.3
1616502118.734639,3219,4560,-782,5636,-3.7,1.0,58.8
1616502118.834815,3283,4516,-1121,5695,-4.3,2.1,58.7
1616502118.935666,3272,4547,-1316,5754,-4.8,3.2,59.2
1616502119.034897,3289,4532,-1471,5790,-4.8,3.8,59.3
1616502119.122538,3350,4522,-1769,5899,-3.8,3.7,58.8
1616502119.225220,3353,4483,-1912,5916,-3.8,3.7,58.6
1616502119.323560,3365,4422,-2199,5976,-4.0,3.3,58.6
1616502119.423546,3337,4361,-2325,5963,-1.5,1.6,59.0
1616502119.521917,3105,4120,-2375,5679,-4.2,4.9,59.6
1616502119.618119,3287,4197,-2790,6017,-2.2,4.7,58.6
1616502119.718210,3315,4239,-2934,6129,-4.7,3.7,58.1
1616502119.818210,3365,4276,-3086,6255,-2.0,2.6,57.8
1616502119.902790,3413,4205,-3441,6416,-4.0,2.8,56.6
1616502120.010649,3389,4159,-3578,6449,-2.5,0.6,56.8
1616502120.106358,3309,4106,-3884,6549,-1.9,2.9,57.7
1616502120.205221,3269,4111,-3990,6596,-2.4,0.8,58.1
1616502120.302873,3261,4076,-4049,6606,-3.4,3.1,57.4
1616502120.401451,3268,4006,-4246,6690,-3.9,4.5,59.5
1616502120.501588,3277,4018,-4349,6767,-3.7,4.8,58.6
1616502120.601197,3288,3986,-4450,6819,-1.3,3.9,58.8
1616502120.685748,3389,3942,-4685,6998,-2.2,3.9,57.3
1616502120.791586,3469,3979,-4788,7126,-2.8,3.9,57.6
1616502120.890739,3640,4038,-4888,7310,-2.5,1.7,54.6
1616502120.988298,3723,4029,-4952,7390,-2.4,2.0,54.1
1616502121.084722,3767,4012,-5011,7442,-2.0,5.0,55.5
1616502121.184726,3765,4036,-5143,7544,-3.0,4.6,56.0
1616502121.285267,3733,4037,-5164,7543,-3.5,2.0,53.8
1616502121.386259,3744,4010,-5193,7554,-2.3,1.1,53.4
1616502121.469308,3770,3912,-5163,7494,-3.3,1.5,52.7
1616502121.575151,3749,3854,-5157,7450,-1.5,2.7,53.3
1616502121.672573,3864,3801,-5257,7550,-2.7,4.3,53.4
1616502121.771901,3972,3792,-5296,7629,-2.5,5.4,52.7
1616502121.870378,4061,3829,-5273,7678,-3.7,3.0,50.5
1616502121.968094,4120,3661,-5007,7446,-2.9,1.6,48.5
1616502122.068500,4056,3503,-4814,7204,-3.0,4.4,49.0
1616502122.168167,3978,3388,-4652,6996,-3.0,3.4,48.3
1616502122.253132,4022,3589,-4678,7137,-3.8,1.7,50.0
1616502122.359055,3990,3632,-4536,7048,-4.4,3.5,50.7
1616502122.458112,3827,3538,-4180,6681,-2.7,3.2,50.1
1616502122.554611,3811,3569,-4175,6685,-2.3,3.9,52.3
1616502122.654722,3846,3709,-4195,6793,-3.2,3.4,51.4
1616502122.751376,3743,3590,-3946,6517,-3.6,3.4,51.4
1616502122.851778,3762,3555,-3815,6430,-3.2,4.4,51.2
1616502122.951550,3933,3707,-3879,6653,-3.4,3.2,49.3
1616502123.036713,3822,3379,-3558,6220,-2.6,2.7,49.2
1616502123.142385,3891,3452,-3657,6358,-4.9,3.5,48.9
1616502123.241740,3836,3344,-3427,6135,-4.3,3.4,48.6
1616502123.338248,3768,3175,-3235,5894,-5.3,3.2,47.6
1616502123.436256,3877,3216,-3247,5993,-4.1,4.4,46.9
1616502123.534692,3911,3138,-3140,5916,-3.0,3.8,45.7
1616502123.635463,3888,3038,-3010,5780,-4.0,2.9,44.6
1616502123.734714,4103,3154,-3081,6023,-4.6,1.5,43.4
1616502123.822869,4357,3286,-2908,6184,-4.4,3.9,42.5
1616502123.925262,4400,3223,-2841,6150,-4.9,3.1,42.1
1616502124.027414,4458,3377,-2713,6216,-4.4,-0.5,42.6
1616502124.121563,4424,3330,-2517,6082,-5.0,4.6,42.4
1616502124.219334,4449,3365,-2363,6058,-1.3,2.8,44.0
1616502124.318001,4425,3451,-2083,5986,-3.7,6.8,44.6
1616502124.418042,4320,3418,-1817,5801,-2.4,4.6,44.4
1616502124.518099,4356,3468,-1614,5797,-6.2,4.6,44.6
1616502124.604481,4492,3744,-1248,5979,-4.9,4.6,44.7
1616502124.710807,4463,3734,-996,5904,-4.3,-0.1,45.0
1616502124.801346,4235,3866,-543,5760,-4.6,2.2,46.7
1616502124.904799,4185,4003,-340,5801,-5.0,0.1,48.8
1616502125.002203,4118,4116,-103,5823,-5.8,3.0,50.6
1616502125.101308,3887,4408,272,5883,-3.8,3.4,52.3
1616502125.201874,3773,4553,415,5928,-3.6,5.0,55.2
1616502125.301473,3729,4763,581,6077,-3.5,4.4,56.5
1616502125.385761,3640,5187,805,6388,-3.2,1.5,60.0
1616502125.491554,3532,5383,810,6489,-3.9,6.4,61.7
1616502125.592673,3340,5817,768,6752,-3.0,4.1,63.5
1616502125.687755,3299,5962,680,6848,-3.3,2.5,65.5
1616502125.784161,3210,6060,632,6887,-3.8,-1.2,66.9
1616502125.884671,3092,6109,380,6857,-2.9,1.6,66.9
1616502125.984811,3120,6136,294,6890,-3.2,5.9,66.4
1616502126.074735,3156,6108,250,6880,-2.2,5.5,65.9
1616502126.166711,3055,5888,183,6636,-2.6,5.1,66.9
1616502126.274890,2986,5831,154,6552,-1.3,2.6,66.6
1616502126.373574,2847,5671,299,6352,0.0,3.4,67.2
1616502126.464775,2762,5637,333,6286,-3.2,3.1,67.2
1616502126.568975,2721,5584,319,6220,-4.2,4.8,67.6
1616502126.667991,2860,5725,300,6407,-4.0,1.2,67.2
1616502126.768069,2929,5751,317,6462,-3.1,0.7,66.7
1616502126.867702,2977,5785,251,6510,-2.5,4.7,67.0
1616502126.952486,3007,6009,89,6720,-1.2,2.9,66.9
1616502127.051743,3088,6061,19,6802,-2.5,1.4,67.0
1616502127.195526,3186,6099,-184,6883,-4.1,4.3,65.6
1616502127.293139,3457,6067,-319,6990,0.3,4.4,64.6
1616502127.451284,3697,5873,-359,6949,-2.1,5.6,62.1
1616502127.551623,3703,5737,-361,6838,-2.0,4.4,60.9
1616502127.651871,3709,5647,-377,6766,-3.5,1.9,59.9
1616502127.735967,3778,5269,-317,6491,-4.0,2.5,57.3
1616502127.842733,3765,5040,-267,6297,-2.8,2.9,55.0
1616502127.941524,3992,4421,-57,5957,-3.2,3.4,51.9
1616502128.027525,4198,4150,169,5905,-0.1,3.5,43.5
